title,console,genre_x,publisher,developer_x,critic_score,total_sales,release_date_x,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,user_score,Title,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,company,stock
Genji: Days of the Blade,PS3,Action,Sony Computer Entertainment,Game Republic,50.0,0.75,2006-11-14,0.18,0.37,0.06,0.14,0.75,46.0,30.0,T,,,,,,,58.0,,,,,,,,Sony,SONY
Shark Tale,PS2,Action,Activision,Edge of Reality,69.0,0.75,2004-09-27,0.37,0.29,0.0,0.1,0.75,30.0,6.0,E,,,,,,,65.0,,,,,,,,Activision Blizzard,ATVI
The Lord of the Rings: Conquest,PS3,Action,Electronic Arts,Pandemic Studios,58.0,0.75,2009-01-13,0.38,0.25,0.0,0.11,0.74,45.0,57.0,T,,,,,,,71.0,,,,,,,,EA,EA
Ace Combat: Assault Horizon,PS3,Action,Namco Bandai,Project ACES,75.0,0.74,2011-10-11,0.3,0.15,0.22,0.07,0.74,28.0,82.0,T,,,,,,,67.0,,,,,,,,Bandai Namco,7832.T
Star Wars Episode III: Revenge of the Sith,GBA,Action,Ubisoft,Ubisoft Montreal,73.0,0.72,2005-05-04,0.52,0.19,0.0,0.01,0.72,13.0,12.0,E10+,,,,,,,75.0,,,,,,,,Ubisoft,UBSFY
Ultimate Spider-Man,PS2,Action,Activision,Treyarch,74.0,0.72,2005-09-22,0.6,0.02,0.0,0.1,0.72,52.0,54.0,T,,,,,,,79.0,,,,,,,,Activision Blizzard,ATVI
Devil May Cry HD Collection,PS3,Action,Capcom,Capcom,74.0,0.82,2012-04-03,0.42,0.19,0.11,0.09,0.82,27.0,158.0,M,,,,,,,88.0,,,,,,,,Capcom,CCOEF
Ben 10: Protector of Earth,PSP,Action,D3 Publisher,Unknown,60.0,0.72,2007-10-30,0.23,0.3,0.0,0.18,0.71,4.0,23.0,E10+,,,,,,,72.0,,,,,,,,Bandai Namco,7832.T
The Lord of the Rings: The Two Towers,XB,Action,Electronic Arts,Stormfront Studios,79.0,0.71,2002-12-30,0.45,0.24,0.0,0.03,0.71,17.0,18.0,T,,,,,,,81.0,The Lord of the Rings: The Two Towers,StormfrontStudios,Action;Beat-'Em-Up,XB,79.0,83.0,1 Player,EA,EA
God of War: Origins Collection,PS3,Action,Sony Computer Entertainment,Ready at Dawn,86.0,0.55,2011-09-13,0.39,0.08,0.02,0.06,0.55,58.0,208.0,M,,,,,,,84.0,God of War: Origins Collection,ReadyatDawn,Miscellaneous;Compilation;Compilation,PS3,84.0,85.0,1 Player,Sony,SONY
Resident Evil 4,PC,Action,Ubisoft,SourceNext,80.0,0.03,2007-05-15,0.0,0.02,0.0,0.0,0.03,15.0,242.0,M,,,,,,,74.0,,,,,,,,Ubisoft,UBSFY
Spider-Man 2,PSP,Action,Activision,Vicarious Visions,64.0,0.7,2005-03-15,0.35,0.21,0.0,0.14,0.7,43.0,8.0,T,,,,,,,69.0,,,,,,,,Activision Blizzard,ATVI
James Bond 007: Blood Stone,PS3,Action,Activision,Bizarre Creations,62.0,0.7,2010-11-02,0.18,0.36,0.02,0.13,0.7,49.0,45.0,T,,,,,,,74.0,,,,,,,,Activision Blizzard,ATVI
Metal Gear Solid: Portable Ops Plus,PSP,Action,Konami,Kojima Productions,69.0,0.69,2007-11-13,0.26,0.0,0.26,0.17,0.69,19.0,27.0,T,,,,,,,75.0,,,,,,,,Konami,9766.T
Prince of Persia: The Forgotten Sands,PS3,Action,Ubisoft,Ubisoft Montreal,75.0,0.69,2010-05-18,0.19,0.36,0.01,0.12,0.69,49.0,120.0,T,,,,,,,76.0,,,,,,,,Ubisoft,UBSFY
The Lord of the Rings: The Return of the King,GC,Action,Electronic Arts,"Hypnos Entertainment, Inc.",87.0,0.69,2003-11-05,0.53,0.14,0.0,0.02,0.69,23.0,21.0,T,,,,,,,85.0,The Lord of the Rings: The Return of the King,HypnosEntertainment,Action;Beat-'Em-Up,GC,84.0,80.0,1-2 ,EA,EA
Shark Tale,GBA,Action,Activision,Vicarious Visions,63.0,0.68,2004-09-27,0.49,0.18,0.0,0.01,0.68,8.0,4.0,E,,,,,,,90.0,,,,,,,,Activision Blizzard,ATVI
Iron Man,PS3,Action,Sega,Secret Level,51.0,0.68,2008-05-02,0.32,0.25,0.0,0.11,0.68,27.0,45.0,T,,,,,,,62.0,,,,,,,,Sega,6460.T
Bakugan: Battle Brawlers,Wii,Action,Activision,MTO,62.0,0.67,2009-10-20,0.59,0.03,0.0,0.05,0.66,12.0,11.0,E,,,,,,,72.0,,,,,,,,Activision Blizzard,ATVI
Castlevania: Lords of Shadow,X360,Action,Konami,Mercury Steam,79.0,0.66,2010-10-05,0.42,0.17,0.01,0.05,0.66,70.0,237.0,M,,,,,,,78.0,Castlevania: Lords of Shadow,MercurySteam,Action Adventure;Fantasy;General;Fantasy,X360,83.0,78.0,No Online Multiplayer,Konami,9766.T
One Piece: Pirate Warriors 2,PS3,Action,Namco Bandai Games,Omega Force,71.0,0.66,2014-01-01,0.0,0.19,0.42,0.05,0.66,35.0,61.0,T,,,,,,,78.0,,,,,,,,Bandai Namco,7832.T
Gods Eater Burst,PSP,Action,D3 Publisher,Shift,71.0,0.66,2011-03-15,0.03,0.0,0.62,0.0,0.66,30.0,35.0,T,,,,,,,79.0,,,,,,,,Bandai Namco,7832.T
Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,Capcom,61.0,0.64,2010-10-12,0.17,0.04,0.4,0.02,0.64,37.0,29.0,T,,,,,,,79.0,,,,,,,,Capcom,CCOEF
X2: Wolverine's Revenge,PS2,Action,Activision,GenePool,58.0,0.64,2003-04-14,0.31,0.24,0.0,0.08,0.64,24.0,13.0,T,,,,,,,72.0,,,,,,,,Activision Blizzard,ATVI
Onimusha: Dawn of Dreams,PS2,Action,Capcom,Capcom,81.0,0.64,2006-03-07,0.15,0.12,0.34,0.04,0.64,45.0,62.0,M,,,,,,,89.0,Onimusha: Dawn of Dreams,Capcom,Action Adventure;Fantasy,PS2,81.0,88.0,1-2 ,Capcom,CCOEF
Iron Man,PSP,Action,Sega,Artificial Mind and Movement,50.0,0.63,2008-05-02,0.46,0.09,0.0,0.09,0.63,7.0,16.0,T,,,,,,,65.0,,,,,,,,Sega,6460.T
The Lord of the Rings: Conquest,X360,Action,Electronic Arts,Pandemic Studios,59.0,0.63,2009-01-13,0.37,0.2,0.0,0.06,0.63,58.0,110.0,T,,,,,,,70.0,,,,,,,,EA,EA
