title,console,genre_x,publisher,developer_x,critic_score,total_sales,release_date_x,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,user_score,Title,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,company,stock
NCAA College Basketball 2K3,PS2,Sports,Sega,Kush Games,83.0,0.24,2002-12-02,0.12,0.09,0.0,0.03,0.24,17.0,6.0,E,,,,,,,80.0,NCAA College Basketball 2K3,KushGames,Sports;Traditional;Basketball;Sim,PS2,83.0,80.0,1-10 ,Sega,6460.T
Tony Hawk's American Sk8land,GBA,Sports,Activision,Vicarious Visions,60.0,0.24,2005-10-18,0.17,0.06,0.0,0.0,0.24,7.0,5.0,E,,,,,,,54.0,,,,,,,,Activision Blizzard,ATVI
Pure Futbol,PS3,Sports,Ubisoft,Ubisoft Vancouver,40.0,0.24,2010-06-01,0.06,0.13,0.0,0.04,0.24,12.0,30.0,E,,,,,,,75.0,,,,,,,,Ubisoft,UBSFY
NBA Live 14,XOne,Sports,EA Sports,EA Tiburon,36.0,0.24,2013-11-22,0.16,0.02,0.0,0.02,0.2,14.0,88.0,E,0.0,2.0,12.0,0.0,3.0,5.0,31.0,,,,,,,2 ,EA,EA
FIFA World Cup Germany 2006,XB,Sports,EA Sports,EA Canada,78.0,0.24,2006-04-24,0.18,0.05,0.0,0.01,0.24,22.0,9.0,E,,,,,,,84.0,,,,,,,,EA,EA
Grand Slam Tennis 2,PS3,Sports,EA Sports,EA Sports,73.0,0.24,2012-02-14,0.09,0.1,0.0,0.04,0.23,36.0,17.0,E,,,,,,,52.0,,,,,,,,EA,EA
Hot Shots Tennis: Get a Grip,PSP,Sports,Sony Computer Entertainment,Clap Hanz,80.0,0.23,2010-06-29,0.07,0.0,0.13,0.01,0.21,27.0,17.0,E,,,,,,,80.0,Hot Shots Tennis: Get a Grip,ClapHanz,Sports;Traditional;Individual;Tennis;Tennis,PSP,80.0,80.0,1-4 ,Sony,SONY
World Series Baseball,XB,Sports,Sega,Blueshift,85.0,0.23,2002-05-19,0.17,0.05,0.0,0.01,0.23,20.0,6.0,E,,,,,,,88.0,World Series Baseball,Blueshift,Sports;Traditional;Baseball;Sim,XB,85.0,88.0,1-2 ,Sega,6460.T
Tony Hawk's Pro Skater 5,PS4,Sports,Activision,Robomodo,32.0,0.23,2015-09-29,0.09,0.08,0.0,0.03,0.21,43.0,427.0,T,0.0,5.0,38.0,12.0,12.0,90.0,15.0,,,,,,,Up to 20 ,Activision Blizzard,ATVI
ESPN NHL Hockey,PS2,Sports,Sega,Kush Games,90.0,0.23,2003-09-09,0.11,0.09,0.0,0.03,0.23,19.0,22.0,E,,,,,,,70.0,ESPN NHL Hockey,KushGames,Sports;Traditional;Ice Hockey;Sim,PS2,90.0,70.0,1-8 ,Sega,6460.T
Tony Hawk's Downhill Jam,Wii,Sports,Activision,Toys for Bob,69.0,0.23,2006-11-14,0.21,0.0,0.0,0.02,0.23,42.0,13.0,E10+,,,,,,,62.0,,,,,,,,Activision Blizzard,ATVI
Madden NFL 13,WiiU,Sports,EA Sports,EA Tiburon,72.0,0.23,2012-11-18,0.21,0.0,0.0,0.02,0.23,9.0,30.0,E,6.0,3.0,0.0,5.0,1.0,1.0,67.0,,,,,,,1-5 ,EA,EA
Airblade,PS2,Sports,Namco,Criterion Games,70.0,0.23,2002-01-28,0.11,0.09,0.0,0.03,0.23,18.0,12.0,T,,,,,,,58.0,,,,,,,,Bandai Namco,7832.T
Tiger Woods PGA Tour 2003,GC,Sports,EA Sports,EA Redwood Shores,90.0,0.23,2002-10-27,0.18,0.05,0.0,0.01,0.23,10.0,5.0,E,,,,,,,80.0,Tiger Woods PGA Tour 2003,EASports,Sports;Traditional;Golf;Sim,GC,90.0,80.0,1-4 ,EA,EA
Tony Hawk's Proving Ground,DS,Sports,Activision,Unknown,79.0,0.23,2007-10-15,0.2,0.01,0.0,0.02,0.23,21.0,6.0,E10+,,,,,,,67.0,Tony Hawk's Proving Ground,VicariousVisions,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,DS,79.0,67.0,4  Online,Activision Blizzard,ATVI
NBA ShootOut 2003,PS2,Sports,Sony Computer Entertainment,989 Sports,62.0,0.23,2002-09-25,0.11,0.09,0.0,0.03,0.23,22.0,8.0,E,,,,,,,59.0,,,,,,,,Sony,SONY
NBA Street: Showdown,PSP,Sports,Electronic Arts,EA Sports,75.0,0.22,2005-04-27,0.2,0.0,0.0,0.02,0.22,25.0,15.0,E,,,,,,,85.0,,,,,,,,EA,EA
NBA Live 15,XOne,Sports,Electronic Arts,EA Tiburon,53.0,0.22,2014-10-28,0.17,0.02,0.0,0.02,0.21,9.0,53.0,E,1.0,5.0,3.0,6.0,4.0,3.0,68.0,,,,,,,,EA,EA
NCAA Football 2005,GC,Sports,EA Sports,EA Tiburon,88.0,0.22,2004-07-15,0.17,0.04,0.0,0.01,0.22,18.0,5.0,E,,,,,,,90.0,NCAA Football 2005,EASports,Sports;Traditional;Football;Sim,GC,88.0,78.0,1-4 ,EA,EA
Hamtaro: Ham-Ham Games,GBA,Sports,Nintendo,AlphaDream Corporation,75.0,0.22,2004-07-27,0.16,0.06,0.0,0.0,0.22,20.0,6.0,E,,,,,,,78.0,Hamtaro: Ham-Ham Games,AlphadreamCorporation,Sports;General,GBA,77.0,83.0,1 Player,Nintendo,NTDOY
Tony Hawk's Downhill Jam,DS,Sports,Activision,Vicarious Visions,76.0,0.22,2006-10-24,0.2,0.0,0.0,0.02,0.22,34.0,7.0,E,,,,,,,70.0,,,,,,,,Activision Blizzard,ATVI
NBA Live 09 All-Play,Wii,Sports,EA Sports,EA Canada,51.0,0.22,2008-10-07,0.19,0.01,0.0,0.02,0.22,11.0,14.0,E,,,,,,,59.0,,,,,,,,EA,EA
NCAA Basketball 09,X360,Sports,EA Sports,EA Canada,70.0,0.22,2008-11-17,0.2,0.0,0.0,0.02,0.22,23.0,8.0,E,,,,,,,56.0,,,,,,,,EA,EA
Rugby 2004,PS2,Sports,EA Sports,HB Studios Multimedia,50.0,0.22,2003-09-16,0.11,0.08,0.0,0.03,0.22,13.0,65.0,E,,,,,,,68.0,,,,,,,,EA,EA
NBA 06,PSP,Sports,Sony Computer Entertainment,SCE San Diego Studio,72.0,0.22,2005-10-04,0.2,0.0,0.0,0.02,0.22,19.0,8.0,E,,,,,,,54.0,,,,,,,,Sony,SONY
NFL 2K3,GC,Sports,Sega,Visual Concepts,90.0,0.22,2002-08-21,0.17,0.04,0.0,0.01,0.22,24.0,15.0,E,,,,,,,83.0,NFL 2K3,VisualConcepts,Sports;Traditional;Football;Sim,GC,92.0,83.0,1-4 ,Sega,6460.T
MLB 10: The Show,PSP,Sports,Sony Computer Entertainment,SCEA San Diego Studios,70.0,0.21,2010-03-02,0.19,0.0,0.0,0.02,0.21,11.0,8.0,E,,,,,,,66.0,MLB 10: The Show,SCEA,Sports;Traditional;Team;Baseball;Sim;Sim,PSP,79.0,66.0,not specified,Sony,SONY
NBA,PSP,Sports,Sony Computer Entertainment,989 Sports,64.0,0.21,2005-03-16,0.2,0.0,0.0,0.02,0.21,25.0,14.0,E,,,,,,,72.0,,,,,,,,Sony,SONY
College Hoops 2K7,X360,Sports,2K Sports,Visual Concepts,79.0,0.21,2006-11-20,0.2,0.0,0.0,0.02,0.21,22.0,12.0,E,,,,,,,82.0,College Hoops 2K7,2KSports,Sports;Traditional;Team;Basketball;Sim;Sim,X360,82.0,82.0,8  Online,Take Two Interactive,TTWO
Madden NFL 07,DS,Sports,EA Sports,Exient Entertainment,69.0,0.21,2006-08-22,0.2,0.0,0.0,0.02,0.21,9.0,10.0,E,,,,,,,65.0,,,,,,,,EA,EA
NHL 2K6,XB,Sports,2K Sports,Kush Games,83.0,0.21,2005-09-06,0.16,0.05,0.0,0.01,0.21,32.0,26.0,E10+,,,,,,,75.0,NHL 2K6,2KSports,Sports;Traditional;Ice Hockey;Sim,XB,83.0,75.0,8  Online,Take Two Interactive,TTWO
Tony Hawk's American Sk8land,DS,Sports,Activision,Vicarious Visions,87.0,0.21,2005-11-16,0.19,0.0,0.0,0.02,0.21,31.0,55.0,E,,,,,,,87.0,Tony Hawk's American Sk8land,VicariousVisions,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,DS,84.0,84.0,2  Online,Activision Blizzard,ATVI
MVP Baseball,PSP,Sports,Electronic Arts,EA Canada,66.0,0.21,2005-05-18,0.2,0.0,0.0,0.02,0.21,21.0,16.0,E,,,,,,,77.0,,,,,,,,EA,EA
The BIGS 2,X360,Sports,2K Sports,Blue Castle Games,76.0,0.21,2009-07-07,0.19,0.01,0.0,0.02,0.21,31.0,35.0,E10+,,,,,,,62.0,,,,,,,,Take Two Interactive,TTWO
FIFA 16,PC,Sports,EA Sports,EA Canada,85.0,0.21,2015-09-22,0.06,0.13,0.0,0.01,0.2,10.0,296.0,E,8.0,2.0,0.0,9.0,5.0,45.0,44.0,FIFA 16,EASports,Sports;Team;Soccer;Sim,PC,81.0,44.0,not specified,EA,EA
Pro Evolution Soccer 2012,Wii,Sports,Konami,Konami,79.0,0.21,2011-11-15,0.08,0.08,0.03,0.02,0.21,9.0,12.0,E,,,,,,,70.0,Pro Evolution Soccer 2012,Konami,Sports;Traditional;Team;Football;Soccer;Sim;Sim;Sim,Wii,79.0,72.0,not specified,Konami,9766.T
Cabela's Deer Hunt: 2004 Season,XB,Sports,Activision,FUN Labs,65.0,0.21,2003-08-27,0.16,0.05,0.0,0.01,0.21,5.0,16.0,T,,,,,,,84.0,,,,,,,,Activision Blizzard,ATVI
NBA Live 16,PS4,Sports,EA Sports,EA Tiburon,59.0,0.21,2015-09-29,0.1,0.04,0.0,0.03,0.18,27.0,70.0,E,0.0,26.0,1.0,14.0,5.0,3.0,61.0,,,,,,,Up to 10 ,EA,EA
NCAA Football 2003,GC,Sports,EA Sports,EA Tiburon,92.0,0.21,2002-07-20,0.16,0.04,0.0,0.01,0.21,11.0,9.0,E,,,,,,,81.0,NCAA Football 2003,EASports,Sports;Traditional;Football;Sim,GC,91.0,81.0,1-2 ,EA,EA
ESPN Winter X Games: Snowboarding 2002,PS2,Sports,Konami,Konami Computer Entertainment Osaka,64.0,0.21,2000-10-24,0.1,0.08,0.0,0.03,0.21,14.0,8.0,T,,,,,,,79.0,,,,,,,,Konami,9766.T
NCAA March Madness 07,X360,Sports,EA Sports,EA Canada,67.0,0.21,2007-01-17,0.19,0.0,0.0,0.02,0.21,33.0,15.0,E,,,,,,,71.0,,,,,,,,EA,EA
NHL 2003,XB,Sports,EA Sports,EA Canada,80.0,0.21,2002-10-09,0.15,0.04,0.0,0.01,0.21,12.0,12.0,E,,,,,,,79.0,NHL 2003,EASports,Sports;Traditional;Ice Hockey;Sim,XB,80.0,79.0,1-4 ,EA,EA
Tiger Woods PGA Tour,PSP,Sports,EA Sports,EA Canada,80.0,0.21,2005-03-23,0.19,0.0,0.0,0.02,0.21,25.0,14.0,E,,,,,,,74.0,Tiger Woods PGA Tour,EACanada,Sports;Traditional;Individual;Golf;Sim;Sim,PSP,78.0,74.0,1-4 ,EA,EA
NHL 2K3,PS2,Sports,Sega,Treyarch,89.0,0.21,2002-11-10,0.1,0.08,0.0,0.03,0.21,25.0,17.0,E,,,,,,,78.0,NHL 2K3,Treyarch,Sports;Traditional;Ice Hockey;Sim,PS2,89.0,78.0,1-8 ,Sega,6460.T
NCAA March Madness 06,XB,Sports,EA Sports,EA Canada,76.0,0.2,2005-10-11,0.15,0.04,0.0,0.01,0.2,21.0,5.0,E,,,,,,,72.0,,,,,,,,EA,EA
Major League Baseball 2K11,PS3,Sports,2K Sports,Visual Concepts,72.0,0.2,2011-03-08,0.15,0.03,0.0,0.02,0.2,13.0,9.0,E,,,,,,,63.0,,,,,,,,Take Two Interactive,TTWO
Major League Baseball 2K12,PS3,Sports,Take-Two Interactive,"Visual Concepts, Ltd.",68.0,0.2,2012-03-06,0.18,0.0,0.0,0.02,0.19,8.0,5.0,E,,,,,,,44.0,,,,,,,,Take Two Interactive,TTWO
Shaun White Skateboarding,PS3,Sports,Ubisoft,Ubisoft Montreal,66.0,0.2,2010-10-24,0.11,0.05,0.0,0.03,0.19,26.0,8.0,T,,,,,,,65.0,,,,,,,,Ubisoft,UBSFY
NBA 2K2,XB,Sports,Sega,Visual Concepts,90.0,0.2,2002-02-27,0.15,0.04,0.0,0.01,0.2,17.0,5.0,E,,,,,,,76.0,NBA 2K2,VisualConcepts,Sports;Traditional;Basketball;Sim,XB,90.0,76.0,1-4 ,Sega,6460.T
MLB 12: The Show,PSV,Sports,Sony Computer Entertainment,SCE San Diego Studio,76.0,0.2,2012-03-06,0.17,0.0,0.0,0.02,0.19,15.0,42.0,E,10.0,5.0,0.0,15.0,1.0,0.0,78.0,,,,,,,,Sony,SONY
MVP Baseball 2003,XB,Sports,EA Sports,EA Sports,82.0,0.2,2003-03-10,0.15,0.04,0.0,0.01,0.2,18.0,9.0,E,,,,,,,90.0,MVP Baseball 2003,EASports,Sports;Traditional;Baseball;Sim,XB,82.0,85.0,1-2 ,EA,EA
NBA 07,PSP,Sports,Sony Computer Entertainment,SCE San Diego Studio,69.0,0.2,2006-09-25,0.18,0.0,0.0,0.02,0.2,24.0,5.0,E,,,,,,,70.0,,,,,,,,Sony,SONY
Tiger Woods PGA Tour 06,PSP,Sports,EA Sports,EA Sports,80.0,0.2,2005-09-26,0.18,0.0,0.0,0.01,0.2,15.0,8.0,E,,,,,,,79.0,Tiger Woods PGA Tour 06,TeamFusion,Sports;Traditional;Individual;Golf;Sim;Sim,PSP,80.0,79.0,1-4 ,EA,EA
NHL FaceOff 2001,PS2,Sports,Sony Computer Entertainment,989 Sports,46.0,0.2,2001-02-05,0.1,0.07,0.0,0.02,0.2,11.0,4.0,E,,,,,,,40.0,,,,,,,,Sony,SONY
NCAA Final Four 2003,PS2,Sports,Sony Computer Entertainment,989 Sports,57.0,0.19,2002-11-27,0.09,0.07,0.0,0.02,0.19,16.0,4.0,E,,,,,,,60.0,,,,,,,,Sony,SONY
FIFA 17,PC,Sports,Electronic Arts,EA Canada,84.0,0.19,2016-09-27,0.0,0.11,0.0,0.01,0.12,12.0,160.0,E,11.0,1.0,0.0,7.0,6.0,49.0,42.0,FIFA 17,"EASports,EAVancouver",Sports;Team;Soccer;Sim,PC,84.0,41.0,not specified,EA,EA
2002 FIFA World Cup,XB,Sports,EA Sports,EA Canada,79.0,0.19,2002-04-22,0.14,0.04,0.0,0.01,0.19,17.0,4.0,E,,,,,,,90.0,2002 FIFA World Cup,SoftwareCreations,Sports;Traditional;Soccer;Sim,XB,79.0,78.0,1-4 ,EA,EA
NBA 2K11,PC,Sports,2K Sports,Visual Concepts,82.0,0.19,2010-10-05,0.18,0.0,0.0,0.01,0.19,6.0,37.0,E,,,,,,,86.0,,,,,,,,Take Two Interactive,TTWO
Major League Baseball 2K10,PS3,Sports,2K Sports,Visual Concepts,72.0,0.19,2010-03-02,0.17,0.0,0.0,0.01,0.19,19.0,4.0,E,,,,,,,53.0,,,,,,,,Take Two Interactive,TTWO
Harry Potter: Quidditch World Cup,XB,Sports,Electronic Arts,Electronic Arts,69.0,0.19,2003-10-28,0.14,0.04,0.0,0.01,0.19,14.0,4.0,E,,,,,,,75.0,,,,,,,,EA,EA
Tiger Woods PGA Tour 07,XB,Sports,EA Sports,EA Redwood Shores,79.0,0.19,2006-10-10,0.13,0.05,0.0,0.01,0.19,21.0,6.0,E,,,,,,,68.0,Tiger Woods PGA Tour 07,EARedwoodShores,Sports;Traditional;Golf;Sim,XB,81.0,68.0,4  Online,EA,EA
Shape Up,XOne,Sports,Ubisoft,Ubisoft Montreal,58.0,0.18,2014-11-11,0.08,0.09,0.0,0.01,0.18,6.0,28.0,E,,,,,,,83.0,,,,,,,,Ubisoft,UBSFY
Grand Slam Tennis 2,X360,Sports,EA Sports,EA Sports,71.0,0.18,2012-02-14,0.1,0.06,0.0,0.02,0.18,45.0,14.0,E,,,,,,,51.0,,,,,,,,EA,EA
Pure Futbol,X360,Sports,Ubisoft,Ubisoft Vancouver,38.0,0.18,2010-06-01,0.08,0.08,0.0,0.02,0.18,20.0,29.0,E,,,,,,,79.0,,,,,,,,Ubisoft,UBSFY
MLB 11: The Show,PSP,Sports,Sony Computer Entertainment,SCEA San Diego Studios,77.0,0.18,2011-03-08,0.15,0.0,0.0,0.02,0.17,9.0,5.0,E,,,,,,,60.0,,,,,,,,Sony,SONY
Tiger Woods PGA Tour 2004,GBA,Sports,EA Sports,Digital Eclipse,75.0,0.18,2003-11-04,0.13,0.05,0.0,0.0,0.18,5.0,4.0,E,,,,,,,75.0,,,,,,,,EA,EA
FIFA Soccer 2002,GC,Sports,EA Sports,EA Canada,81.0,0.18,2001-11-21,0.14,0.04,0.0,0.0,0.18,13.0,9.0,E,,,,,,,80.0,FIFA Soccer 2002,EASports,Sports;Traditional;Soccer;Sim,GC,81.0,80.0,1-4 ,EA,EA
College Hoops 2K7,PS3,Sports,2K Sports,Visual Concepts,82.0,0.18,2007-03-13,0.16,0.0,0.0,0.01,0.18,9.0,8.0,E,,,,,,,71.0,College Hoops 2K7,2KSports,Sports;Traditional;Team;Basketball;Sim;Sim,PS3,81.0,71.0,10  Online,Take Two Interactive,TTWO
K-1 World Grand Prix,PS2,Sports,Konami,Konami,67.0,0.18,2003-07-09,0.04,0.03,0.1,0.01,0.18,24.0,7.0,T,,,,,,,90.0,,,,,,,,Konami,9766.T
FIFA Soccer 11,PC,Sports,EA Sports,HB Studios,84.0,0.18,2010-09-28,0.0,0.14,0.0,0.04,0.18,16.0,102.0,E,,,,,,,77.0,FIFA Soccer 11,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,83.0,77.0,not specified,EA,EA
College Hoops 2K8,X360,Sports,2K Sports,Visual Concepts,81.0,0.18,2007-11-19,0.16,0.0,0.0,0.01,0.18,21.0,16.0,E,,,,,,,69.0,College Hoops 2K8,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,X360,81.0,69.0,8  Online,Take Two Interactive,TTWO
NHL 2004,XB,Sports,EA Sports,EA Black Box,85.0,0.18,2003-09-22,0.13,0.04,0.0,0.01,0.18,21.0,31.0,E,,,,,,,65.0,NHL 2004,EABlackBox,Sports;Traditional;Ice Hockey;Sim,XB,85.0,65.0,1-4 ,EA,EA
NBA Starting Five,PS2,Sports,Konami,Konami,53.0,0.18,2002-10-27,0.09,0.07,0.0,0.02,0.18,10.0,7.0,E,,,,,,,73.0,,,,,,,,Konami,9766.T
EyeToy: Kinetic,PS2,Sports,Sony Computer Entertainment,SCEE London Studio,78.0,0.17,2005-11-22,0.09,0.07,0.0,0.02,0.17,32.0,11.0,E,,,,,,,83.0,EyeToy: Kinetic,SCEELondonStudio,Sports;General,PS2,78.0,79.0,1-4 ,Sony,SONY
Rapala Fishing Frenzy 2009,PS3,Sports,Activision,FUN Labs,31.0,0.17,2008-09-02,0.16,0.0,0.0,0.01,0.17,4.0,9.0,E,,,,,,,44.0,,,,,,,,Activision Blizzard,ATVI
Winning Eleven: Pro Evolution Soccer 2007,DS,Sports,Konami,Konami Computer Entertainment Tokyo,63.0,0.17,2007-02-06,0.0,0.0,0.17,0.0,0.17,5.0,12.0,E,,,,,,,79.0,,,,,,,,Konami,9766.T
Major League Baseball 2K9,PS3,Sports,2K Sports,Visual Concepts,61.0,0.17,2009-03-03,0.16,0.0,0.0,0.01,0.17,19.0,6.0,E,,,,,,,40.0,,,,,,,,Take Two Interactive,TTWO
Skate it,DS,Sports,Electronic Arts,Exient Entertainment,72.0,0.17,2008-11-19,0.14,0.02,0.0,0.01,0.17,13.0,12.0,E,,,,,,,78.0,,,,,,,,EA,EA
Smash Court Tennis Pro Tournament,PS2,Sports,Namco,Namco,73.0,0.17,2002-03-20,0.08,0.07,0.0,0.02,0.17,15.0,10.0,E,,,,,,,74.0,,,,,,,,Bandai Namco,7832.T
NBA Inside Drive 2004,XB,Sports,Microsoft Game Studios,High Voltage Software,71.0,0.17,2003-11-18,0.13,0.04,0.0,0.01,0.17,31.0,11.0,E,,,,,,,82.0,,,,,,,,Microsoft,MSFT
Gretzky NHL 2005,PS2,Sports,Sony Computer Entertainment,Page 44 Studios,66.0,0.17,2004-11-09,0.08,0.07,0.0,0.02,0.17,24.0,14.0,E,,,,,,,91.0,,,,,,,,Sony,SONY
NHL 2K9,X360,Sports,2K Sports,Visual Concepts,69.0,0.17,2008-09-08,0.15,0.01,0.0,0.01,0.17,33.0,7.0,E10+,,,,,,,67.0,,,,,,,,Take Two Interactive,TTWO
Top Spin 2,X360,Sports,2K Sports,Indie Built,77.0,0.17,2006-03-29,0.15,0.0,0.0,0.01,0.17,52.0,25.0,E,,,,,,,68.0,,,,,,,,Take Two Interactive,TTWO
NBA 09: The Inside,PSP,Sports,Sony Computer Entertainment,SCE San Diego Studio,82.0,0.17,2008-10-07,0.16,0.0,0.0,0.01,0.17,9.0,7.0,E,,,,,,,74.0,,,,,,,,Sony,SONY
NHL 07,PSP,Sports,EA Sports,EA Montreal,76.0,0.17,2006-09-12,0.13,0.02,0.0,0.02,0.17,7.0,23.0,E10+,,,,,,,66.0,,,,,,,,EA,EA
SSX On Tour,GC,Sports,EA Sports BIG,EA Canada,80.0,0.17,2005-10-11,0.13,0.03,0.0,0.0,0.17,27.0,14.0,E,,,,,,,75.0,SSX On Tour,EACanada,Sports;Alternative;Snowboarding,GC,80.0,76.0,1-2 ,EA,EA
World Tour Soccer 2006,PS2,Sports,Sony Computer Entertainment,SCEE London Studio,56.0,0.17,2005-03-22,0.08,0.06,0.0,0.02,0.17,20.0,7.0,E,,,,,,,60.0,,,,,,,,Sony,SONY
Disney Golf,PS2,Sports,Electronic Arts,Tikipod,72.0,0.17,2002-10-16,0.07,0.06,0.02,0.02,0.17,10.0,7.0,E,,,,,,,83.0,,,,,,,,EA,EA
NBA Street Homecourt,PS3,Sports,Electronic Arts,EA Canada,81.0,0.17,2007-03-06,0.12,0.01,0.0,0.02,0.15,31.0,16.0,E,,,,,,,65.0,NBA Street Homecourt,EACanada,Sports;Traditional;Team;Basketball;Arcade;Arcade,PS3,81.0,62.0,2  Online,EA,EA
NBA Live 08,Wii,Sports,Electronic Arts,EA Canada,52.0,0.16,2007-10-02,0.14,0.0,0.0,0.01,0.16,11.0,21.0,E,,,,,,,71.0,,,,,,,,EA,EA
World Tour Soccer 2005,PS2,Sports,Sony Computer Entertainment,SCEE London Studio,68.0,0.16,2004-04-14,0.08,0.06,0.0,0.02,0.16,28.0,6.0,E,,,,,,,90.0,,,,,,,,Sony,SONY
ESPN College Hoops,PS2,Sports,Sega,Visual Concepts,83.0,0.16,2003-11-13,0.08,0.06,0.0,0.02,0.16,14.0,8.0,E,,,,,,,85.0,ESPN College Hoops,VisualConcepts,Sports;Traditional;Basketball;Sim,PS2,83.0,85.0,1-8 ,Sega,6460.T
NCAA Football 09 All-Play,Wii,Sports,EA Sports,Team Fusion,53.0,0.16,2008-07-15,0.15,0.0,0.0,0.01,0.16,5.0,32.0,E,,,,,,,58.0,,,,,,,,EA,EA
True Swing Golf,DS,Sports,Nintendo,Tikipod,66.0,0.16,2006-01-23,0.11,0.0,0.04,0.01,0.16,32.0,11.0,E,,,,,,,77.0,,,,,,,,Nintendo,NTDOY
Wakeboarding Unleashed Featuring Shaun Murray,PS2,Sports,Activision,Shaba Games,83.0,0.16,2003-06-10,0.08,0.06,0.0,0.02,0.16,23.0,12.0,E,,,,,,,90.0,Wakeboarding Unleashed Featuring Shaun Murray,ShabaGames,Sports;Alternative;Wakeboarding,PS2,83.0,83.0,1-2 ,Activision Blizzard,ATVI
The BIGS,PS3,Sports,2K Sports,Blue Castle Games,77.0,0.16,2007-06-25,0.15,0.0,0.0,0.01,0.16,19.0,12.0,E,,,,,,,72.0,,,,,,,,Take Two Interactive,TTWO
Shaun White Skateboarding,X360,Sports,Ubisoft,Ubisoft Montreal,61.0,0.16,2010-10-24,0.1,0.05,0.0,0.01,0.16,34.0,7.0,T,,,,,,,53.0,,,,,,,,Ubisoft,UBSFY
NBA 2K12,PC,Sports,2K Sports,Visual Concepts,85.0,0.16,2011-10-04,0.09,0.05,0.0,0.02,0.16,5.0,66.0,E,,,,,,,71.0,,,,,,,,Take Two Interactive,TTWO
Tiger Woods PGA Tour 2004,GC,Sports,EA Sports,EA Redwood Shores,89.0,0.16,2003-09-22,0.12,0.03,0.0,0.0,0.16,16.0,6.0,E,,,,,,,78.0,Tiger Woods PGA Tour 2004,EASports,Sports;Traditional;Golf;Sim,GC,89.0,84.0,1-4 ,EA,EA
Amped 3,X360,Sports,2K Sports,2K Sports,72.0,0.16,2005-11-16,0.13,0.02,0.0,0.01,0.16,49.0,36.0,T,,,,,,,71.0,,,,,,,,Take Two Interactive,TTWO
NHL 2005,XB,Sports,EA Sports,EA Canada,77.0,0.16,2004-09-20,0.12,0.03,0.0,0.01,0.16,27.0,11.0,E,,,,,,,62.0,NHL 2005,EASports,Sports;Traditional;Ice Hockey;Sim,XB,77.0,62.0,2  Online,EA,EA
All-Pro Football 2K8,PS3,Sports,2K Sports,Visual Concepts,73.0,0.15,2007-07-16,0.14,0.0,0.0,0.01,0.15,23.0,21.0,E10+,,,,,,,73.0,,,,,,,,Take Two Interactive,TTWO
Knockout Kings 2003,GC,Sports,EA Sports,NEW Corporation,78.0,0.15,2002-10-09,0.12,0.03,0.0,0.0,0.15,13.0,4.0,T,,,,,,,65.0,Knockout Kings 2003,EASports,Sports;Traditional;Boxing,GC,78.0,68.0,1-2 ,EA,EA
NCAA Football 2004,GC,Sports,EA Sports,EA Tiburon,87.0,0.15,2003-07-16,0.12,0.03,0.0,0.0,0.15,16.0,6.0,E,,,,,,,75.0,NCAA Football 2004,EASports,Sports;Traditional;Football;Sim,GC,89.0,81.0,1-4 ,EA,EA
NHL 2K10,PS3,Sports,2K Sports,Visual Concepts,65.0,0.15,2009-09-15,0.13,0.01,0.0,0.01,0.15,23.0,8.0,E10+,,,,,,,71.0,,,,,,,,Take Two Interactive,TTWO
NBA 09: The Inside,PS3,Sports,Sony Computer Entertainment,SCE San Diego Studio,63.0,0.15,2008-10-07,0.14,0.0,0.0,0.01,0.15,17.0,7.0,E,,,,,,,51.0,,,,,,,,Sony,SONY
MLB Power Pros 2008,PS2,Sports,2K Sports,PawaPuro Production,67.0,0.15,2008-07-29,0.05,0.04,0.05,0.01,0.15,9.0,8.0,E,,,,,,,85.0,,,,,,,,Take Two Interactive,TTWO
Pro Evolution Soccer 2015,XOne,Sports,Konami Digital Entertainment,PES Productions,79.0,0.15,2014-11-11,0.03,0.1,0.0,0.01,0.14,9.0,65.0,E,6.0,3.0,0.0,8.0,3.0,2.0,73.0,Pro Evolution Soccer 2015,Konami,Action;General;Sports;Traditional;Team;Soccer;Sim,XOne,79.0,70.0,Up to 22 ,Konami,9766.T
World Series Baseball 2K3,XB,Sports,Sega,Blue Shift,89.0,0.15,2003-03-10,0.11,0.03,0.0,0.01,0.15,22.0,14.0,E,,,,,,,86.0,World Series Baseball 2K3,BlueShift,Sports;Traditional;Baseball;Sim,XB,89.0,86.0,1-2 ,Sega,6460.T
High Velocity Bowling,PS3,Sports,Sony Computer Entertainment,Team Ramrod,66.0,0.15,2010-09-21,0.13,0.0,0.0,0.01,0.15,14.0,23.0,E10+,,,,,,,81.0,,,,,,,,Sony,SONY
